POS.NORMAL	POS.TUMOR	POS.NORMAL.1	POS.TUMOR.1	NEG.TUMOR	NEG.NORMAL	NEG.TUMOR.1	POS.NORMAL.2	POS.TUMOR.2	POS.TUMOR.3	POS.NORMAL.3	NEG.NORMAL.1	NEG.TUMOR.2	NEG.NORMAL.2	NEG.TUMOR.3	NEG.NORMAL.3	NEG.TUMOR.4	POS.NORMAL.4	POS.TUMOR.4	POS.TUMOR.5	POS.NORMAL.5	POS.TUMOR.6	NEG.NORMAL.4	NEG.TUMOR.5	NEG.NORMAL.5	NEG.NORMAL.6	NEG.TUMOR.6	NEG.NORMAL.7	NEG.TUMOR.7	NEG.TUMOR.8	POS.NORMAL.6	POS.TUMOR.7	POS.NORMAL.7	POS.NORMAL.8	POS.TUMOR.8	POS.TUMOR.9	POS.TUMOR.10	POS.NORMAL.9	POS.NORMAL.10	POS.TUMOR.11	NEG.TUMOR.9	NEG.TUMOR.10	NEG.NORMAL.8	NEG.TUMOR.11	NEG.NORMAL.9	NEG.NORMAL.10	NEG.TUMOR.12	POS.TUMOR.12	NEG.NORMAL.11	NEG.TUMOR.13	POS.TUMOR.13	POS.NORMAL.11	POS.NORMAL.12	POS.TUMOR.14	NEG.NORMAL.12	NEG.TUMOR.14	POS.NORMAL.13	POS.TUMOR.15	POS.NORMAL.14	POS.TUMOR.16	POS.TUMOR.17	NEG.TUMOR.15	NEG.TUMOR.16	NEG.NORMAL.13	POS.TUMOR.18	NEG.TUMOR.17	NEG.NORMAL.14	NEG.NORMAL.15	NEG.TUMOR.18	NEG.TUMOR.19	POS.TUMOR.19	POS.NORMAL.15	POS.TUMOR.20	POS.NORMAL.16	NEG.NORMAL.16	NEG.TUMOR.20	POS.NORMAL.17	POS.TUMOR.21	POS.NORMAL.18	POS.TUMOR.22	NEG.NORMAL.17	NEG.TUMOR.21	NEG.NORMAL.18	NEG.TUMOR.22	NEG.NORMAL.19	NEG.TUMOR.23	POS.TUMOR.23	NEG.NORMAL.20	NEG.TUMOR.24	POS.NORMAL.19	POS.TUMOR.24	NEG.TUMOR.25	NEG.NORMAL.21	NEG.TUMOR.26	NEG.NORMAL.22	NEG.TUMOR.27	NEG.NORMAL.23	NEG.TUMOR.28	POS.NORMAL.20	POS.TUMOR.25	POS.NORMAL.21	POS.TUMOR.26	POS.NORMAL.22	POS.TUMOR.27	POS.TUMOR.28	POS.TUMOR.29	POS.NORMAL.23	POS.TUMOR.30
C02990	51392.8	674677.1	49456.65	365471.41	568057.56	77341.32	53974.38	40345.21	174693.68	212998.03	23194.46	35389.73	74310.58	41014.46	805463.33	34732.96	57254.63	69355.68	45605.63	48047.01	104490.9428	148541.83	43858.74	912552.97	43488.63	61615.44	157370.32	39428.54	23848.39	672913.12	48430.11	604867.57	131081.365714286	18614.1	12793.11	16633.14	1363896.43	123424.4	40645.54	120728.38	166780.84	35446.49	48886.72	55946.09	32430.11	1210553.63	576810.05	262495.36	61968.88	112620.16	94194.72	28456.68	90689.2494444444	233074.567666667	85358.6458888889	187204.27	40056.17	21761.25	48653.76	48160.43	1921226.78	407039.385125	40000.48	19124.98	125777.86	85515.86	32412.24	43008.99	616028.56	46245.72	18379.22	27417.37	68851.12	47903.5	43981.99	5092058.09	249709.5	900777.33	92914.4125	207606.72	248225.38	1948046.11	26275.44	3160839.42	146920.569125	263170.37	115079.53	72887.96	243628.21	26041.26	77347.09	300317.18	55355.37	510317.25	64014.93	349829.84	69604.084	140420.07	39319.62	203004.48	42800.74	141327.86	146524.991555556	221329.23	859857.87	53992.71	50446.54	64877.02
C00864	117127.5	732945.11	149048.15	238238.59	848382.5	105104.87	675791.79	62963.05	218513.59	239687.76	103511.58	48175.99	220807.27	123093.09	232786.88	77798.31	117940.68	30485.34	26391.37	351781.81	115887.46	151629.3	117940.68	465602.6	63588.52	83887.99	132692.89	42977.19	454728.22	216484	42684	170186.1	32763.52	48508.15	164314.69	82135.94	1121743.26	143789.17	21307.5	144047.74	836703.21	90273.66	28723.03	107992.17	123728.78	118753.87	269621.6	377147.23	57154.52	391709.6	100061.44	50396.35	55042.3	119993.91	62156.92	496305.43	259037	79313.85	49559.64	253790.77	140689.74	183819.06	32964.55	69446.7	139235.15	141897.9	33405.93	50963.57	391206.47	30653.22	99954.84	32523.98	422894.62	124998.1	25695.4	387250.96	72083.28	258987.94	64992.42	198619.59	90170.81	365777.22	68141.35	454573.45	103245.17	136570.48	483230.23	64439.92	318131.83	72606.17	380491.6	451533.08	48442.7	211783.02	265219.21	1208136.29	24627.14	181809.58	37741.7	137713.46	33538.41	156210.97	50414.86	807822.96	139726.74	401525.65	55157.65	88987.18
C12600	811830.41	325148.17	44058.4	503900.84	111193.04	320138.35	293212.43	377959.57	515644.13	353526.5	247125.76	86282.81	102691.97	911551.16	1744675.53	65095.18	247513.26	78600.46	78439.77	374982.72	157208.35	745917.12	324024.29	462261.64	228172.33	757031.04	134975.94	316022.2	251054.94	245650.77	125489.915	140210.95	141056.6975	99389.64	201800.84	220053.48	223222.6	256656.57	44438.68	243786.68	35980.9	247420.81	58020.33	234438.33	321076.43	213536.47	105675.16	457302.51	220548.05	468263.2	262314.74	155911.61	361574.17	570236.49	378210.74	268753.13	30683.58	126450.22	133259.69	364236.95	247420.81	13777.18	172130.2	263419.44	238839.56	91705.9	24699.54	314212.79	247607.77	242200.67	65564.14	340378.88	523062.82	121281.53	80345.4	125378.48	247420.81	561161.28	199671.18	575669.27	116147.72	35743.91	179645.7	232265.27	233594.05	254754.7	402428.73	411344.01	114801.18	357880.97	336822.86	505279.98	103943.73	834395.83	320301.75	348224.18	100494.79	618173.76	85371.6925	39514.56	1174240.56	1179886.29	637602.23	212226.15	1167467.49	86812.91	259133.21	460542.74
C02180	22672.91	24620.93	29890.95	22509.51	45161.5626	33292.57	34422.51	14806.36	49559.83	25611.11	32209.83	19250.8984	60164.32	29564.84	49729.15	36542.73	15497.86	16140.01	15989.055	15650.36	28077.3498888889	32434.92	28769.3766666667	14183.01	41963.03	19883.5	30017.99	31514.33	43914.97	25282.11	22171.4266666667	20173.64	31087.694	30102.63	117703.29	35126.44	44526.17	28258.5	19436.96	49656.7	32588.64	54972.48	21159.815	16942.22	33664.644125	96197.83	71183.52	22547.89	25910.49	40290.7166666667	24679.76	22124.17	21385.6026	62584.63	19780.899	43607.61	16594.13	21211.9665	264653.61	152934.65	103922.76	79148.07	55610.93	21913.315	124056.12	27168.2742222222	19199.67	18548.4233333333	63535.72	49797.72	29383.3068	29894.36	126013.19	18919.945	20592.0375	51825.614	30112.18	56005.06	24014.8066666667	21987.603	22711.2001111111	15069.22	41928.38	58015.44	18509.6838333333	26236.743	19832.88	32660.1975	73708.85	19243.33	88606.7	26626.85	19496.5533333333	19645.19	22293.43	21900.1	19024.135	31396.85	37569.37	103892	31780.6	51341.96	35742.87	83356.78	90423.35	105182.55	27113.2845	30879.4533333333
C05597	22645.61	87257.81	83378.46	54098.05	43666.97	32132.89	53257.101	20249.385	37053.7511111111	59944.15	51952.48	19489.85	42121.67	20335.46	37262.7016666667	59592.71	33738.17	23101.81	15906.06	32878.5	37963.33	46889.61	19976.89	45705.9675	33120.33	13154.75	41882.93	37701.04	19984.82	99525.72	27408.08	29104.94	58667.54	16480.33	46758.36	36340.95	50607.09	25110.395	747859.017009009	20620.25	47959.0711111111	29113.491	19617.04	38986.8	30883.13	42041.69	64281.714	34842.31	40690	65900.91	66648.9	29347.06	22456.55	45574.13	25047.415	39258.33	18445.56625	13259.02	67490.15	39497.07	129846.26	88918.26	23722.51	19839.0685714286	253764.92	21491.39	654732.114429824	18825.0633333333	27749.75	24285.35	35715.21	34739.23	111018.97	28583.286	19149.8866666667	69761.25	26949.9	115397.53	27226.065	22866.29	24159.06	48437.72	54016.74	67784.73	18879.322	28791.195	35896.142	24308.87	48304.63	22031.4233333333	32951.84	79926.14	22231.855	52422.5383333333	20775.36	21146.21	17797.345	34289.26	17306.22	44399.54	31709.1866666667	31050.08	17998.18	42393.2	41813.45625	57519.78	46413.77	39077.89
C00079	40887371	36923256	22689465	37099708	29990947	22883889	42092171	24249252	38343841	34274459	23849852	7581625	19305776	44021571	51213050	9699805	20670677	8511079	6750335	29597191	15203277	48275597	28181094	38873991	15259620	30581330	18236838	15222502	22796972	33462712	2394747	18237384	5702365	8461657	35958499	21673898	19508685	23649000	1913320	20697209	43734531	22041336	5674640	23680223	29432361	42714164	54131186	28942037	17887008	38122842	26643592	17409832	16892523	36917953	16555787	49149451	6395197	13055077	19595158	38845031	31826262	16810406	11836986	19392661	23582918	16193657	2825909	16549369	38269379	25277890	12331810	18269065	39186776	17318716	10050559	29125582	24792120	54257545	15346542	37776577	13434722	35800159	15499145	37667878	22881727	22801035	38764238	27992935	32460788	27651801	36465201	38434739	11390435	48147112	28734151	35015525	8791187	35448343	3434069	14798485	50677546	46951364	33100391	44701211	44562253	25762287	22244175	30252796
C00009	20823106	123435669	57314948	70281986	326080954	25792634	243487004	17335523	75262988	80457553	49528448	22769204	87633816	11721662	73675413	21184451	35950903	20160757	7276529	61761227	35194587	36768598	17564324	151369496	9954911	17098050	39479485	8546221	120551962	147850665	19382321	114188172	69032904	23133708	78553082	32590076	86485334	53306959	6798434	29736825	266697067	46914789	10365730	50083470	52425056	99418548	168657714	62761201	21650278	147505588	51394548	23194449	21205381	40889005	17369495	230500757	24233046	16582030	20763211	73437298	50461995	118744685	21347989	26469892	38178117	49917815	8074831	9958344	167886661	18388574	34817808	12636828	113311683	35177928	23216680	226111634	66677108	138295516	12446493	46787544	50137805	166398302	25102744	219115815	21723052	43987057	99142465	20085262	177764906	15213319	50286643	149927759	12460990	98422318	56087018	123947538	12172233	61576734	15754654	49386503	18635923	70188738	16835600	264103654	64881526	134765526	28987088	24030177
C00346	217355.6	11720957.87	2062368.54	2899674.32	20731360.08	380726.02	22765103.75	126019.79	6676936.37	5331920.52	775897.31	209864.21	3276245.77	235852.8	3743101.69	83657.99	530278.1	531908.68	157356.09	4390509.41	171016.69	1628269.68	284114.6	9372239.33	67538.69	178623.5	1184481.02	74444.94	3137207.97	7878945.61	310822.19	4277740.53	288702.57	238951.44	4897071.99	585361.5	3612205.42	1965525.72	150678.95	2011986.23	29013242.93	804194.43	83037.91	787113.76	246380.05	3992368.31	8743347.03	2684510.01	203589.47	8733811.28	1374404.51	530278.1	176494.25	195286.04	154721.98	29324742.23	219284.91	250117.17	332733.38	3632348.24	2419901.55	10044243.72	254181.9	183572.6	1412775.71	559294.72	16660.73	103885.66	14688665.91	182854.33	279073.48	191861.25	12626031.8	536443.4	107590.55	10531105.22	265977.66	4149351.5	102322.31	727822.83	200832.48	4032810.67	196970.81	24602581.51	418268.3	1254981.45	5305981.58	154585.18	14468998.53	103855.79	3680202.14	11231308.04	241941.61	5060796.07	524112.81	13026688.77	86563.15	417902.97	57569.13	73158.92	355176.76	2625384.81	413232.96	24693963.7	3514678.48	9186156.91	653501.05	575318.75
C00148	1136435.6	6559719	5060040	4872604.4	11790527.8	1727025.5	9575036.6	879166.5	5445887	7475187.9	3971008.6	711490.1	5599307.1	763860.7	6760895.2	1990495.9	2665984.1	1344672.4	610103.4	4033769.6	1964178.5	5022971.1	2029679.2	9297076.6	1256863	910259.2	3308983.2	535034.3	3958979.4	6771140.1	1229967	10333437.8	1069095.1	797901	4997184.3	1799992.6	3399308.8	3638829.8	592483.5	2883180.5	12601822.8	2989574.6	625004	4271044.3	3265065.5	7620783.7	10559422.2	3956014.8	1559004.5	7116348.1	3999328	1933214.7	744030.1	2475022.4	674754.7	11804807.2	1043383.1	1325294.7	2858683.4	6470370.3	5866010.4	9183591.4	1827936.9	1276828.4	2643808.6	2843223.3	583185.9	484547.1	8027610.5	2665984.1	2416971.7	460263.5	4145368.4	2744825.6	1440377.1	9472564.3	3231574.6	11393746.8	709527.5	2688159.6	1799798.5	8020323.5	1617991.9	10726914.4	1116800.3	2232187.4	3968524.4	2263717	8988738.4	555366.3	5399795.9	5631861.5	690405.4	4053003.3	3086022.3	7329704.5	674169.9	3863289.7	857175.5	3833097.1	1149434.3	3222485.4	1657097.2	11110931.6	5302630.1	6974382.2	2274572.8	2465198.2
C03017	52904.86	642043.5	281107.98	368593.09	250290.58	77630.88	230306.67	53339.5	73618.96	61004.93	171461.77	148433.51	226271.57	95858.09	190102.2	95156.62	54513.07	60046.93	28683.01	208023.96	188991.98	24227.99	82165.82	239073.77	11044.33	59116.3	93116.8	81394.77	870950.9	413092.3	99352.07	312305.27	101228.74	141172.66	30663.05	44545.99	459165.78	157982.52	37238.94	73945.32	194150.15	98730.05	123788.01	125050.46	121362.35	916251.87	1297618.48	160841.97	123696.21	434107.54	164539.05	122400.63	182441.02	102373.77	109612.37	149302.7	177423.24	121013.25	65236.35	182871.16	424760.85	408008.3	15366.55	109037.49	180937.45	128240.81	34545.1	39605.14	754179	74474.52	28917.95	63564.97	222891.94	38031.53	76938.56	184885.97	154748.19	44312.77	35657.84	216999.78	176460.31	308384.76	104949.1	198210.88	56755.88	77591.35	365064.32	80364.35	235181.88	120034.37	179496.02	190743.72	83538.41	135983.03	201175.51	188561.63	9048.64	232752.76	50829.08	87573.19	187824.99	603099.04	78620.12	122400.63	949497.7	199449.16	19433.79	12289.15
C02067	30842.36	229207.54	90893.78	86193.83	204772.83	39623.52	104398.72	16847.79	72845.17	116294.62	53795.13	32612.555	73158.82	72011.385	54562.29	79429.39	58132.46	24710.91	30911.5825	73684.57	45366.1	126831.66	34323.86	94601.75	53899.27	29761.67	88707.64	21127.65	53248.22	164056.09	26057.04	111173.6	41627.02	19470.69	91916.69	59466.51	83374.32	47800.47	21602.2775	30949.67	159591.93	47348.03	13251.43	60800.57	53764.08	116684.53	131309.53	75935.92	24769.44	92403.88	86277.12	27321.12	43739.59	77766.51	27389.765	217070.96	28373.79	30542.72	81555.36	70602.16	47050.35	133201.82	41095.28	19744.19	129225.89	56288.86	28465.1533333333	13849.1	100689.35	88394.79	116633.82	44326.27	177918.69	57959.94	28783.11	462105.62	56766.07	150258.03	27099.44	69818.73	48516.95	116736.23	53351.64	120230.32	38922.5	79417.41	72447.03	40196.41	129491.03	31460.4033333333	56631.36	103912.87	20647.03	62301.67	44391.89	93815.86	21402.38	47432.32	41621.34	95832.54	60249.224	18288.2	16003.68	48349.51	38060.68	140871.97	63163.47	46243.99
C00134	108641.3405	124639.18	25707.65	169661.02	209310.39	54053.22	4435517.47	23646.93	321723.19	248932.4	126837.055	49553.504	78435.94	76654.3012857143	48255.16	172773.7985	120082.788555556	79991.278	10926.27	111956.08	97163.432875	76166.19	49092.32	602209.82	81057.5335714286	169427.338	80707.48	80645.3941666667	50619.42	145890.2	36647.48	327314.6	74037.158	50848.306	23034.43	80827.3412222222	66863.8	34208.21	50012.2833333333	129690.19	118834.27	148663.623666667	52488.25875	112452.32	129913.7925	293992.56	385026.26	73304.89	38867.4	309161.44	35497.1	67447.81	67546.8006666667	211246.943444444	50803.6075	48340.11	21758.28	19619.07	226755.622888889	151857.86	129463.4845	265282.11	44498.4713333333	73895.7861428571	138448.903625	29753.4	34378.01	43462.4147142857	197089.29	136838.5177	89886.3368571429	16234.94	258082.66	122421.607142857	22412.84	1703788.06	107434.703	174161.31	100001.4025	33458.48	125261.695	214462.88	16640.63	240955.6	90779.6271666667	187359.5	157085.97	114388.342666667	148933.38	59859.7555	362498.55	353912.93	45325.09	314338.347857143	127646.8877	118702.06	34764.48	114090.2016	63157.3516666667	67254.33	118046.912666667	108433.299555556	58340.31	896797.52	116430.52	194921.56	92432.915125	63229.25
C00013	24662.7383333333	75656.578	90494.778	50782.41	110323.129	36967.0742857143	124804.422	35672.355	232464.564	122454.03	46991.83625	34702.2557142857	65319.6563333333	63991.53	70973.6595555556	34596.293	133894.751	84579.691	22627.76	175826.05	48808.1871428572	44446.0727	37426.7743333333	35367.975	23774.659	46415.982	55238.5775	68568.5175	110624.874	42778.515	16719.737	42109.661	50656.447	23863.334	63374.641125	29075.053	75774.56	38366.5157142857	49702.34	21872.36	442304.432	43177.81	29463.13	94339.945	416104.461	82113.8077777778	16278.419	48859.719	114851.602	47715.375	186043.512	35777.106	38082.9733333333	37938.7883333333	34488.7785714286	57925.576	43729.96875	26006.01125	46416.8966666667	713832.867	115639.997	314244.523	34343.4925	33311.5066666667	48397.9955555555	46692.169	52064.294	40132.4725	49925.413	38014.4925	54925.501	25891.61	18663.573	57931.7674285714	219919.257	78289.625	60542.8297777778	138341.802	30515.298	46805.0857142857	39863.7242857143	184942.594	34952.751	37138.131	44081.01	9602.262	141357.522	105649.911	380214.295	26055.89	33220.075	120549.607	26356.5075	12387.587	46290.58	131491.109	32309.726	19409.438	29460.1583333333	75774.56	13092.527	34935.118	51077.4183333333	141252.584	72186.9857142857	197109.396	39751.3628571429	48912.7514285714
C00022	407709.819	82532.205	27006.253	353346.053	25994.165	65264.068	11328.651	204661.751	34724.596	174020.116	61233.923	93468.22	48159.7371428571	489296.745	108754.43	40845.2	44561.9571428571	5509.241	16425.17	56122.817	80177.765	387343.968	176947.742	260278.507	34256.8242857143	287347.29	32907.8257142857	51953.381	94953.498	125347.557	23298.05	14920.275	29031.8466666667	66500.149	75230.011	154912.376	70492.037	11412.931	9688.306	92417.188	72216.7614285714	104404.235	21709.429	28016.592	64302.516	106720.604	60479.1833333333	295446.592	94519.252	274821.821	89275.969	47890.589	70640.277	151721.751	143474.467	193342.169	29572.13875	37159.4428571429	48691.32375	51826.226	65867.317	49904.52	53147.249	227194.966	69898.211	27857.105	19199.67	68770.087	128723.27	25919.082	27968.93375	160590.486	224366.301	33986.93	24574.646	59929.054	71874.988	105478.545	70533.583	152499.319	23563.516	93883.2	41231.415	94195.86	116490.198	156920.24	60387.659	90756.73	31876.277	402030.667	350434.51	152727.524	41095.75	444040.479	34367.0214285714	71999.504	44758.865	498263.565	23601.6475	22607.465	264046.78	722386.369	301108.271	29127.602	242834.862	41153.6566666667	132996.135	173983.586
C00255	36293.53	239183.11	54919.77	64467.66	138116.27	27244.8356	115782.52	20375.505	117391.98	48735.29	40098.3818	28601.7026666667	64490.929125	41812.49	54155.75	25180.4	35937.525	37899.1875	30474.655	49543.1663333333	33175.32	45875.4	27768.735	64523.14	26143.935	40602.45	61480.71	18090.8	58589.94	76978.62	23789.3894	79681.1	32696.7793333333	34377.089	72218.581625	36768.3478571429	52376.225375	23643.56	20696.585	27226.4103333333	104241.51	33546.6616666667	26249.975	31448.82	58555.01	66165.83	114356	53567.94	28961.935	79762.31	44390.9	21655.93	35000.7043333333	38790.43	31043.412	173227.3	57825.92	19184.91	16663.1	159962.74	62371.7878888889	29963.81	32113.5281666667	35680.2933333333	22109.53	38721.14	23488.9366666667	30240.86	140176.21	27237.8016666667	36782.487	24211.6475	77882.9414444444	31704.5841428571	23630.88375	127727.54	40994.3833	140306.28	31967.325	43592.11	27435.81	174167.39	29334.8215	150181.29	18104.07	21810.86	62487.4255555556	54190.68	86646.08	19714.73	42439.6685714286	78915.8586	27568.23	37455.92	45497.2848571428	64010.4	25677.214	44933.85	21538.46	28459.2457777778	38615.07	48966.3282222222	35705.494	169765	95475.84	74106.22	30092.6116666667	34890.4465
C00121	107965.525	1316926.122	86080.736	158230.637	365709.009	84358.531	519019.438	51042.246	141809.881	96723.263	53366.229	67908.8743333333	105144.123	66471.952	504624.166	64787.1663333333	40769.02	81288.277	57211.87	127866.624	121823.493	209914.521	82178.283	328483.487	41069.814	68659.623	101514.535	44927.585	210214.232	192974.795	47316.164	313102.797	49902.102	35248.313	102454.245	92569.7947142857	97130.691	99799.066	84709.9566666667	42844.959	546307.705	84447.646	81685.605	90658.651	124066.994	1134290.153	2580066.179	136494.137	103624	450656.631	64702.121	81881.66	30441.784	80777.979	45009.305	765273.929	27729.154	36943.743	78952.9412857143	193570.77	96632.321	218126.005	104793.755	96932.666	105733.465	177201.677	54284.068	41983.095	393151.158	63560.737	10618.744	45672.9661666667	445263.029	102315.836	61491.556	317105.023	63306.297	455987.013	49026.544	138097.666875	110300.026	412296.678	57882.822	492683.546	34028.28	75772.863	147291.139	59535.156	567071.119	54741.6166	141646.441	170146.08	56727.592	232214.921	160018.232	200912.465	42935.1266666667	483970.019	19195.382	316469.743	48277.492	117998.346	38073.636	476353.335	172736.315	312818.504	75072.172	112330.559
C00021	51598.23	333682.51	77725.18	374262.93	170487.55	39356.73	600083.03	15927.04	73038.76	209103.93	57349.4385555555	27162.2	104858.105777778	40115.67	276000.42	17428.97	62508.3877777778	35660.7716666667	18875.93	43000.19	50800.08	87089.86	44214.451375	311498.7	31190.97	23621.01	47828.65	18639.95	206087.35	110035.03	23733.44	64302.93	24078.92	32383.81	58800.54	51020.98	59708.12	25543.1	32861.36	63846.08	557813.18	31276.08	22957.72	58707.18	52307.5388571429	516043.97	1077857.75	79534.970375	20390.7	105750.48	62337.81	21395.61	51882.3	54105.75	37238.63	305625.4	26154.79	33153.81	47688.7085714286	26602.15	46445.64	62105.39	37336.9814285714	28908.72	57320.04	70223.2775555556	28940.4225	18708.31	238981.96	23156.48	35356.32	16248.26	336040.62	38170.72	19566.99	17790.78	61368.416	357241.46	25085.2425	39356.73	17106.01	432387.88	26581.67	372745.04	17897.99	25224.7	127809.45	55537.22	65544.52	22771.36	120198.34	379401.36	23396.06	100497.87	27604.96	151936.800777778	28454.69	69753.13	22693.32	41260.04	39356.73	47742.49	24602.31	259916.17	326448.05	111669.11	24439.36	40542.74
C06153	161661.22	335660.06	375000.99	159921.29	277050.65	1632496.59	2668774.87	27952.42	100911.92	275500.75	179052.09	227746.26	570605.92	144952.58	906976.62	145192.19	206677.68	301446.04	93223.9	1773653.85	180223.34	275663.45	211421.28	908383.46	55264.3	100828.71	409454.71	66375.39	371874.34	501399.85	609297.63	2250404.96	203003.01	302778.51	1557429.23	68264.87	671141.24	249735.68	106804.67	243719.06	4955352.56	538003.13	176207.53	221271.84	270231.93	371652.73	963980.18	497869.52	240260.63	589730.83	1898798.08	1114827.98	117353.65	224605.95	63495.48	675003.4	985050.92	409423.79	161699.15	289220.98	370245.91	519236.49	467802.6	615162.33	376483.68	914926.55	244673.99	154237.645555556	430869.21	100091.73	219219.41	124418.71	835968.08	503324.43	164432.6	289220.98	338536.23	485349.33	92458.31	298394.44	335414.05	645980.7	158224.28	472426.53	144483.6	692454.71	1993852.43	134193.2	821602.56	275930.59	1429048.33	715900.49	237726.97	81464.04	262894.92	665359.29	78933.81	404044.48	152033.74	221385.95	40601.53	289220.98	286210.89	906824.67	105567.96	2303355.18	193424.14	174123.4
C00065	13063082.4	18049323	15298048.7	18389130.7	21804536.1	9280964.2	37154846.4	7067768	23032275.9	18786994.7	10005191.5	2954916.9	13169435.8	17686644.5	30328156.1	2297221.8	8128004.3	3318384.4	1839819.4	15812147.7	6041545.1	23186307.6	10942564.9	29921512.7	4026563.8	11189975.3	9786092	3395752	10264862.1	25429221.9	1344476.3	17938177.1	2102383.5	3251537.9	19084028.5	6473516.8	8298106.2	11788873.6	951308	13981540.4	27534519.5	10708991.4	1590288.8	12406780.7	14057277	19094731.4	32459553.2	15280260.5	7624143.9	25764872.4	14969307.2	8137490	5312017.3	13415601.6	6017154.6	29772695.8	2670776.9	3962833.9	5777363	21774136.6	19533644	15807251.1	3337331	5398829.3	10681515.1	5517104.5	784100.1	4292950.7	23038964.7	8178032.4	4096730.5	5924356.5	21241946.5	7056149.7	3965321	20960573.8	11385315	37667839.3	4129643.7	13882952.7	6053792.6	28804908.7	5840543.3	34433871.7	7462528.3	12859419.7	25524305.9	10695253.2	27193170.1	9699171	24699534.2	27512681.8	3890005.2	31276112.1	13815834.8	23753275.1	2421783.8	15770334	1192018.2	6875320.9	17145697.2	29550866.7	12713448.2	47280625.6	35307060.4	22284230.9	7630089.1	12108797.2
C00315	248935.29	242533.81	97356.26	555475.11	1041536.85	214615.49	206880.33	266215.56	202952.14	256632.67	74332.59	63129.73	317324.52	162722.27	284830.02	62091.46	283343.62	456876.38	206880.33	174267.91	30663.73	281342.8	186433.36	228535.01	59736.52	150058.19	125222.61	217674.52	500972.27	187952.36	171930.25	306602.91	229778.02	113583.374	157973.75	150984.01	1423606.97	149151.01	106266.71875	143708.86	220779.12	258019.51	78950.99	259972.68	155175.26	610363.05	808707.07	198104.55	170156.29	218791.8	129723.51	156118.96	97467.09	135621.9	53013.01	285900.93	63806.65	63436.81	63394.84	121938.82	166441.46	351677.02	307202.68	126983.61	194548.53	739989.74	141539.02	210808.52	327677.04	172211.81	132206.75	176446.94	1085430.37	336785.17	109451.06	139131.9	209217.49	382671.59	242934.2	774051.83	252996.38	263752.17	52734.2	544554.57	370287.79	641179.14	798581.85	131088.33	300641.27	195079.66	370467.35	565247.65	133871.07	225096.09	409167.6	347876.91	137966.97	206880.33	91872.36	91096.75	378182.16	527201.17	207436.4	245130.55	498414.47	216035.84	61540.27	116507.13
C00319	130447.944	3572760.11	375819.404285714	409889.66	2017587.11	101415.324285714	151165.58	122350.802333333	78833.52	205250.02	163089.397125	44859.3268333333	128085.51	134806.2665	856307.61	75017.7148	43432.64	113133.6675	28154.1458	126023.303222222	88335.411	208998.61	117997.02925	546869.7	98713.719	26853.54	165919.73	103980.601	130955.323857143	1086232.95	26801.27	1317017.07	113041.444	95156.825	475664.643	150963.561	480904.74	65100.51	30257.3933333333	27844.14	1127649.86	201484.562375	42160.797	127481.867625	189416.76325	996326.54	1413988.02	150154.42	25355.64	121949.47	229360.24625	137233.8866	57977.01	252823.591125	65295.5088333333	2700547.19	13776.4	132489.1908	185128.488142857	61630.59	1276458.02	488372.078714286	61177.4	72015.9813333333	53264.98	84943.41	26268.67	78659.6632857143	803130.46	126432.616142857	117292.169666667	35748.586	260635.15	38597.46	86581.3	13454454.35	61681.32	5885559.41	56078.605	25234.8	133864.374	2300322.8	104352.48125	4569357.71	153798.064666667	180673.87	152036.68	256779.7125	509867.44	94407.9242857143	382254.4938	1145552.76	55868.2655	319753.05	79546.22	888138.09	35156.3075	255637.1	83060.3425	64191.65	353545.583714286	147340.65	280501.989142857	510012.8	385025.9	259549.932666667	45233.22	165919.73
C00751	144590.22	93150.74	79144.6	80306.03	56647.31	67679.46	336299.95	98913.9116666667	279938.61125	27769.78	86908.5113333333	140419.51	57972.36	52415.96	140828.19	84333.121375	51118.51	64101.92	72386.69	93971.31	193746.55	111099.70875	34192.83	201070.762777778	48315.106625	140975.04	212730.53	89689.93	139281.02	117647.88	26499.1433333333	177054.090111111	83510.42	141549.74	119802.640625	96024.31	93526.1716666667	66876.45	134027.48	136383.04	148393.310428571	110534.145	74252.085	53213.99	66543.5	79125.4081111111	33363.86	67541.64	161935.01	356683.04	150398.7641	80697.035	68482.13	116235.792222222	84852.56	432218.39	79078.84	75607.85	169543.627888889	136581.10575	76787.95	115573.336666667	164842.24	60614.246	294813.44	103057.506444444	270464	51897.17	140643.862444444	125029.989111111	76422.42975	95115.09	474851.2	101972.49	90265.94	173669.839	35534.49	188359.01	110145.46	75886.2738571429	196903.97	121698.33675	139002.9	239948.55	67221.660375	24995.03	165696.89	98998.4	142639.77	187455.13	52824.73	118712	62374.5	134484.062	57875.21	97790.8811111111	55862.91	83191.37	150158.3	97838.73	162779.734	107892.487125	145224.78	139043.91	808743.52	162990.89	62304.47	144598.89
